               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12203,            0.027102,             0.07093,          0.00030367,             0.14762,          0.00050303,          0.00016715,            0.097512,            0.026619,            0.057834,              0.0802,              0.0022,              0.0022
