               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.096429,            0.030939,            0.066397,           0.0031374,             0.86989,             0.04761,            0.017328,            0.052437,            0.026681,            0.053575,              0.0802,              0.0022,              0.0022
